name,testers,averageRating,rankingStDev
Skyclave Cleric // Skyclave Basilica,14,2.15,0.7218527748588548
Nullpriest of Oblivion,88,2.146590909090909,0.500896665000142
Shatterskull Charger,11,2.145454545454545,0.499752004613991
Kazuul's Fury // Kazuul's Cliffs,13,2.130769230769231,0.6626109374571701
"Jace, Mirror Mage",66,2.1303030303030304,0.49112415790273023
"Sea Gate Restoration // Sea Gate, Reborn",28,2.1214285714285714,0.6360352319852497
"Drana, the Last Bloodchief",5,2.12,0.5706137047074843
Spikefield Hazard // Spikefield Cave,24,2.1125000000000003,0.5570102482599998
Valakut Awakening // Valakut Stoneforge,21,2.1095238095238096,0.5927376050840082
Murasa Rootgrazer,2,2.1,0.5
Skyclave Shadowcat,3,2.1,0.29439202887759486
Inscription of Ruin,13,2.1,0.48989794855663565
Scavenged Blade,2,2.1,0.10000000000000009
"Verazol, the Split Current",1,2.1,0.0
Cleric of Life's Bond,2,2.1,0.10000000000000009
Archon of Emeria,18,2.0944444444444446,0.49829957769980343
Leyline Tyrant,16,2.09375,0.6693922149980533
Bala Ged Recovery // Bala Ged Sanctuary,59,2.072881355932203,0.5662336190542857
Sea Gate Stormcaller,74,2.0662162162162163,0.5570862971207757
Jwari Disruption // Jwari Ruins,51,2.0588235294117645,0.598093857998708
Skyclave Apparition,59,2.0542372881355933,0.5143111351063097
Crawling Barrens,32,2.053125,0.48152386687992943
Relic Robber,5,2.04,0.3666060555964672
Malakir Rebirth // Malakir Mire,13,2.0384615384615383,0.6522605207907716
Scourge of the Skyclaves,13,2.023076923076923,0.554913501442198
Tangled Florahedron // Tangled Vale,41,2.021951219512195,0.6557483883624696
Ancient Greenwarden,6,2.0166666666666666,0.5520165053893065
"Yasharn, Implacable Earth",14,2.0071428571428576,0.4479545348650044
Sejiri Shelter // Sejiri Glacier,16,2.00625,0.6309405181948612
Spitfire Lagac,1,2.0,0.0
Moss-Pit Skeleton,1,2.0,0.0
Highborn Vampire,1,2.0,0.0
Spare Supplies,7,2.0,0.4720774754816659
Tazeem Raptor,1,2.0,0.0
Makindi Ox,1,2.0,0.0
Territorial Scythecat,2,2.0,0.0
Dreadwurm,1,2.0,0.0
Ruin Crab,3,2.0,0.408248290463863
Skyclave Squid,1,2.0,0.0
Sure-Footed Infiltrator,1,2.0,0.0
Maul of the Skyclaves,33,1.9878787878787885,0.5369710650505863
Glasspool Mimic // Glasspool Shore,43,1.9813953488372087,0.5977694250794047
Swarm Shambler,8,1.975,0.6036348233824818
Kabira Takedown // Kabira Plateau,15,1.9733333333333334,0.641318087136866
Master of Winds,6,1.9666666666666668,0.5312459150169743
Magmatic Channeler,44,1.9659090909090908,0.4263711474430473
Akoum Warrior // Akoum Teeth,8,1.9625,0.6323319934970869
"Phylath, World Sculptor",12,1.9583333333333333,0.26286350492645844
Myriad Construct,11,1.9545454545454546,0.38225083712052066
Nissa of Shadowed Boughs,17,1.952941176470588,0.4936272075860529
Ondu Inversion // Ondu Skyruins,13,1.9384615384615385,0.6475260155610757
Legion Angel,3,1.9333333333333333,0.7363574011458173
Inscription of Abundance,24,1.9083333333333339,0.42711890095798327
"Nahiri, Heir of the Ancients",4,1.9000000000000001,0.6041522986797286
Marauding Blight-Priest,2,1.9,0.3999999999999999
Shadows' Verdict,4,1.9,0.5744562646538028
Wayward Guide-Beast,14,1.885714285714286,0.5865847190756518
Felidar Retreat,17,1.8647058823529412,0.5313038085918653
Valakut Exploration,11,1.863636363636364,0.40959564822068406
"Grakmaw, Skyclave Ravager",15,1.8599999999999999,0.42551929059287863
Fearless Fledgling,15,1.8533333333333337,0.5226428566005237
Adventure Awaits,6,1.8333333333333333,0.5312459150169743
Scale the Heights,3,1.8333333333333333,0.6018490028422596
Fireblade Charger,5,1.8199999999999998,0.5381449618829484
Oblivion's Hunger,1,1.8,0.0
Canyon Jerboa,2,1.8,0.30000000000000004
Rockslide Sorcerer,1,1.8,0.0
Mind Carver,1,1.8,0.0
"Zagras, Thief of Heartbeats",1,1.8,0.0
Bubble Snare,4,1.7999999999999998,0.27386127875258315
Brushfire Elemental,3,1.7999999999999998,0.4898979485566356
Skyclave Relic,20,1.7900000000000003,0.6292058486695749
Scute Swarm,9,1.7777777777777777,0.6178417233092376
Oran-Rief Ooze,16,1.76875,0.5046270281108614
Cinderclasm,6,1.7666666666666666,0.2560381915956203
Akoum Hellhound,14,1.764285714285714,0.5231868593494282
Soul Shatter,22,1.7590909090909088,0.6336467978793944
"Charix, the Raging Isle",2,1.75,0.25
Fissure Wizard,2,1.75,0.25
"Linvala, Shield of Sea Gate",4,1.75,0.2598076211353316
Thundering Rebuke,8,1.7499999999999998,0.5612486080160912
"Ashaya, Soul of the Wild",5,1.7399999999999998,0.25768197453450253
Roiling Vortex,10,1.7200000000000002,0.5306599664568641
Windrider Wizard,5,1.72,0.2315167380558045
Cragplate Baloth,5,1.7,0.6511528238439882
Farsight Adept,2,1.7,0.30000000000000004
Relic Axe,1,1.7,0.0
"Kaza, Roil Chaser",3,1.7,0.496655480858378
Maddening Cacophony,1,1.7,0.0
Broken Wings,2,1.7,0.19999999999999996
Vastwood Fortification // Vastwood Thicket,5,1.7,0.7483314773547882
Kitesail Cleric,3,1.6666666666666667,0.23570226039551584
"Omnath, Locus of Creation",2,1.65,0.6499999999999999
Roiling Regrowth,5,1.64,0.5462600113499064
Inscription of Insight,7,1.6285714285714283,0.5521756597167911
Cleansing Wildfire,6,1.6000000000000003,0.5033222956847165
Skyclave Geopede,1,1.6,0.0
Springmantle Cleric,1,1.6,0.0
Lotus Cobra,1,1.6,0.0
"Akiri, Fearless Voyager",7,1.5714285714285716,0.2913725436338735
Acquisitions Expert,3,1.5666666666666667,0.32998316455372223
Roost of Drakes,1,1.5,0.0
Expedition Healer,1,1.5,0.0
Archpriest of Iona,12,1.5,0.37416573867739417
Cliffhaven Kitesail,3,1.5,0.408248290463863
Mind Drain,1,1.5,0.0
Soaring Thought-Thief,1,1.5,0.0
Shell Shield,1,1.4,0.0
Relic Golem,2,1.4,0.09999999999999998
Tajuru Paragon,4,1.3250000000000002,0.5068283733178324
Utility Knife,2,1.3,0.30000000000000004
Coveted Prize,1,1.2,0.0
Vastwood Surge,1,1.2,0.0
Merfolk Windrobber,1,1.0,0.0
Reclaim the Wastes,1,1.0,0.0
